Date,Event,Source,URL
6/4/20,"Iran reported over 3,000 new cases of coronavirus in each of the past two days, raising fears about a second spike.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,"The Bill and Melinda Gates Foundation announced that it would contribute $1.6 billion to Gavi, the Vaccine Alliance, an organization that helps provide vaccines to developing countries.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,"Several U.S. states across the South appeared to be grappling with upticks in infections, as Alabama, South Carolina and Virginia saw new cases climb 35 percent or more in the week that ended May 31 compared with the previous week.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,"The NBA approved a plan to restart the season with abbreviated competition of just 22 teams — tentatively set to begin July 31 with all games played near Orlando, Florida.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,"The medical journal The Lancet on Thursday retracted a large study on the use of hydroxychloroquine to treat COVID-19 because of potential flaws in the research data. The study, published two weeks ago, found no benefit to the drug — and suggested its use may even increase the risk of death.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,The United States Department of Agriculture Farm Service Agency (FSA) issued $545 million in its first payments to farmers through the Coronavirus Food Assistance Program.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,New York Gov. Andrew Cuomo and Minnesota Gov. Tim Walz urged protesters to get tested for COVID-19.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,The U.K. government announced that face coverings will be mandatory for all passengers using public transit in England from June 15.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,"Brazil reported 1,473 new deaths from COVID-19 — the highest daily number to date — as the country's death toll reached 34,000, surpassing Italy to become the third highest in the world.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/4/20,A Tennessee judge ruled that all eligible voters in the state could apply for a mail-in ballot because of dangers posed by the coronavirus.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"Friday prayers at mosques in countries across the Middle East were permitted, after restrictions put in place to slow the spread of the coronavirus were lifted.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"Israel was forced to close 87 schools and kindergartens, shortly after reopening, after 300 staff and students tested positive for the coronavirus.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"The Paris police banned two rallies meant to take place over the weekend outside the U.S. Embassy, citing restrictions on large gatherings in place to stop the coronavirus pandemic.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"The Bureau of Labor Statistics released new figures showing that the U.S. economy gained 2.5 million jobs in May and the unemployment rate dropped to 13.3 percent, down from 14.7 percent in April. Black unemployment rose to 16.8 percent, up slightly from 16.7 last month, white unemployment came in at 12.4 percent, down from 14.9 percent.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"Michigan Gov. Gretchen Whitmer signed executive orders to reopen more regions of the state. The executive orders state that much of northern Michigan and all of the state's Upper Peninsula can reopen salons, movie theaters and gyms starting on June 10.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"Florida's health department announced 1,305 new COVID-19 cases, bringing the statewide total to 61,488.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,A report published by the Centers for Disease Control and Prevention found that people are engaging in extremely dangerous behaviors — including gargling with bleach — in an effort to prevent COVID-19.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"The World Health Organization broadened its recommendations for the use of masks during the coronavirus pandemic and said it is now advising that in areas where the virus is spreading, people should wear fabric masks when social distancing is not possible, such as on public transportation and in shops.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"Ohio Gov. Mike DeWine announced that a PGA Tour event, the Memorial Tournament, is slated to be held next month in Ohio with fans in attendance. The golf tournament is scheduled for July 16 to 19 at Muirfield Village Golf Club in Dublin.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/5/20,"Vietnam’s top domestic soccer league returned with spectators. More than 1,000 fans attended the V-League game at Hai Phong.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"South Korea’s Vice Health Minister Kim Gang-lip said a new cluster of cases in the country were linked to door-to-door sellers. South Korea’s Centers for Disease Control and Prevention reported 51 new cases of COVID-19, as authorities worked to stem transmissions among low-income workers who can’t afford to stay home.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"India surpassed Italy as the sixth worst-hit country by the pandemic after another record-breaking daily spike in confirmed infections. The Indian Health Ministry reported 9,887 new cases, bringing the total to 236,657.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Organizers of a black lives matter solidarity protest in Hong Kong, planned for June 7, cancelled the event amid fears that other groups may use it to ""push their own agenda"" and worries over breaching social distancing rules in place due to the coronavirus pandemic.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Iranian President Hassan Rouhani said a wedding party contributed to a new surge in coronavirus infections, but he insisted the country had no option but to keep its economy open despite warnings of a second wave of the epidemic.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Greta Thunberg helped to launch a crowdfunding campaign to buy medical supplies and provide telemedicine services to residents in Brazil’s Amazon rainforest, where a lack of robust health services has made the coronavirus outbreak particularly devastating.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Beijing's municipal government lowered its emergency response level to the second-lowest as it relates to the coronavirus pandemic. Beijing reported no new cases of local transmission in at least 50 days, and as many as 90 days in some districts.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Iraq recorded 1,252 new cases of COVID-19, its highest daily total yet, according to the country’s Ministry of Health.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"North Carolina reported 1,370 new cases of coronavirus — the third straight day the state has set a record for new cases.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Coronavirus deaths in the United States surpassed 110,000.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Brazil removed months of data on its COVID-19 epidemic from public view, as President Jair Bolsonaro defended delays and changes to official record-keeping of the world's second-largest outbreak. Brazil’s Health Ministry also stopped giving a total count of confirmed cases, which shot past 672,000 — more than anywhere outside the U.S. — or a total death toll, which passed Italy and was nearing 36,000.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/6/20,"Florida reported more than 1,000 confirmed cases, the fourth straight day of cases hitting that threshold as the state continues with its reopening plan.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/7/20,"Chinese officials released a lengthy report on the nation’s response to the pandemic, which defended the government’s actions and said that the country had provided information in a timely and transparent manner.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/7/20,"South Korea recorded more than 50 new coronavirus cases for the second day in a row, as authorities continued to work to suppress a spike in fresh infections in the Seoul metropolitan area.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/7/20,"India’s Ministry of Health reported 9,971 new virus cases in another biggest single-day spike, a day before it prepares to reopen shopping malls, hotels and religious places after a 10-week lockdown.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/7/20,"The 2022 soccer World Cup will go on as planned despite the coronavirus pandemic, officials from the host country Qatar announced.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/7/20,"The global coronavirus death toll surpassed 400,000, according to data from Johns Hopkins University. More than a quarter of these were in the U.S.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,"New Zealand declared itself free of the coronavirus, with the last remaining patient being ""symptom free for 48 hours."" The country last reported a new case 17 days ago, and had only 1,154 confirmed cases to date.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,New York City began the first phase of reopening after nearly three months of coronavirus lockdown restrictions.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,"Countries across Europe continued to ease their coronavirus lockdowns, with Ireland, Belgium, Denmark and Spain all relaxing their rules.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,"A new modelling study of lockdown impacts in 11 nations by researchers at Imperial College London found that wide-scale lockdowns, including shop and school closures, reduced COVID-19 transmission rates in Europe enough to control its spread and may have averted more than three million deaths.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,"The National Bureau of Economic Research found that the U.S. was officially in a recession in February, bringing an end to a historic 128 months of economic growth.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,"The WHO said new coronavirus cases had their biggest daily increase ever on June 7, as more than 136,000 new cases were reported worldwide. The agency said the pandemic had yet to peak in central America and urged countries to press on with efforts to contain the virus.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/8/20,"Moscow’s Mayor Sergey Sobyanin announced that various lockdown measures would be cancelled, despite Moscow’s daily new case count remaining consistent at around 2,000 a day for the past month.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/9/20,The Paris prosecutor's office said it would open an official preliminary investigation into the management of the coronavirus pandemic in France.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/9/20,Officials announced that Paris's Eiffel Tower will reopen to the public on June 25.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/9/20,"A WHO expert clarified that the coronavirus can be spread by people who show no symptoms, a day after sparking widespread confusion by saying that such asymptomatic spread of COVID-19 was ""very rare.""",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/9/20,New Jersey Gov. Phil Murphy lifted his stay-at-home order as the state continued to make progress in its fight against the coronavirus.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/9/20,Best Buy announced that more than 800 store locations will reopen to shoppers beginning June 15 under strict social distancing guidelines that will limit the number of people in stores.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/9/20,"AMC Theaters, the largest theater chain in the U.S., said it planned to reopen all its locations in July.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"A number of families of victims of the COVID-19 outbreak in the Italian region of Bergamo, one of the hardest hit during the epidemic, filed complaints with the local prosecutor. The complaints concern issues including the lack of information provided around infection risk in the early stages of the pandemic, the lack of PPE available in healthcare facilities and the lack of medicine for managing COVID-19 symptoms at home.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Brazil restored detailed COVID-19 data to its official national website following controversy over the removal of cumulative totals and a ruling by a Supreme Court justice that the full set of information be reinstated.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Germany extended its travel warning for non-European countries until the end of August but ministers said they intend to lift border controls to all its neighbours by mid-June.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"The virus crisis triggered the most severe recession in nearly a century, and is causing enormous damage to people’s health, jobs and well-being, according to an analysis of global economic data by the Organization for Economic Cooperation and Development.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"Public beaches reopened in Miami Beach, Florida, after a 12-week closure due to the coronavirus outbreak.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Starbucks announced that it lost as much as $3.2 billion in revenue because of the coronavirus pandemic.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"Texas experienced a spike in COVID-19 hospitalizations, setting a new record for three consecutive days. The state reported 2,153 COVID-19 hospitalizations on Wednesday, 2,056 on Tuesday and 1,935 on Monday. All of those totals topped the earlier record of 1,888 hospitalizations set on May 5.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Utah gubernatorial candidate Jon Huntsman said he tested positive for COVID-19.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"Disney announced a phased reopening plan for its California parks and resorts. Downtown Disney District will begin reopening on July 9, Disneyland and Disney California Adventure will reopen by July 17 and Disney’s Grand Californian Hotel & Spa and Disney’s Paradise Pier Hotel plan to reopen on July 23.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,California music festival Coachella and its smaller sibling Stagecoach were officially canceled.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"The Iowa State Fair, an annual slice of Americana summer since before the Civil War, was canceled because of ongoing concerns about the coronavirus pandemic.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Hawaii Gov. David Ige extended the state's 14-day quarantine for travelers arriving from out of state through the end of July.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Confirmed cases of coronavirus in the U.S. surpassed 2 million.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,A former member of the U.K. government's scientific advisory group said Britain's death toll from COVID-19 could have been halved if lockdown had been introduced a week earlier.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,Australian football resumed play in an empty stadium after the season was put on hold in mid-March amid the coronavirus pandemic.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/10/20,"Coronavirus deaths in Latin America surpassed 70,000.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"New information released by Moscow officials added more than 5,000 deaths from COVID-19 in May, despite official nation-wide statistics showing just over 6,000 have died since the start of the outbreak in mid-March.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"Moderna confirmed that it plans to start a trial of 30,000 volunteers of its much-anticipated coronavirus vaccine in July as the company enters the final stage of testing.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"The Defense Department's largest biomedical lab, the Walter Reed Army Institute of Research in Maryland, selected a lead COVID-19 vaccine candidate for additional research as well as two backup vaccine candidates.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,Data released Thursday by the Department of Labor showed that more than 1.5 million people filed for unemployment for the first time last week. The claims came slightly below economists' expectations of 1.6 million first-time jobless claims and was a third of the peak of claims from early April.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"Nashville delayed its next reopening phase as the city saw a slight increase in new COVID-19 cases over the past two weeks, Mayor John Cooper said.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"Reports showed that coronavirus cases are rising in nearly half the states, as many places roll back lockdowns.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"U.S. stocks dropped sharply as investors weighed sobering economic forecasts and new data, along with indications that the COVID-19 pandemic is far from subsiding.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/11/20,"Gov. Brian Kemp signed an executive order that removed many restrictions in Georgia starting June 16, including allowing restaurants and movie theaters to no longer enforce maximums on the number of people who can sit together.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/16/20,"A common steroid drug called dexamethasone that has been used for decades to treat conditions from altitude sickness to eye inflammation was shown to reduce deaths by a third in the sickest patients in the hospital with COVID-19, researchers at the University of Oxford found. This was the first time, the researchers said, that a drug was shown to have an effect on death rates of the virus.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/17/20,"The World Health Organization announced that it will update its clinical guidance for COVID-19 following the University of Oxford's announcement of results from a trial on the steroid dexamethasone. WHO officials stressed, however, that the drug should only be used in severe cases under close clinical supervision.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/17/20,"The president of Honduras, Juan Orlando Hernández, was hospitalized for pneumonia after revealing the previous day that he and his wife had tested positive for COVID-19.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/17/20,"The World Health Organization halted research on whether hydroxychloroquine could be an effective treatment for COVID-19. Multiple studies had shown that the drug, an anti-malarial medicine also used to treat lupus and rheumatoid arthritis, had no impact on the coronavirus.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/25/20,Texas Gov. Greg Abbott paused reopening the state after Texas recorded the most daily deaths since May 20 and hospitals were inundated with “an explosion” of COVID-19 cases.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/26/20,The governors of Florida and Texas closed down bars to slow down the spread of the coronavirus that was rampaging at record levels through their states.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/28/20,"Global death toll from COVID-19 surpassed 500,000 and the number of confirmed cases worldwide topped 10 million.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/28/20,"California Gov. Gavin Newsom ordered seven counties, including Los Angeles, to shutter bars as coronavirus cases surged in the state.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/29/20,"Gilead Sciences, the maker of a drug shown to shorten recovery time for severely ill COVID-19 patients said it will charge $2,340 for a typical treatment course for people covered by government health programs in the United States and other developed countries.The price for remdesivir would be $3,120 for patients with private insurance.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
6/30/20,"The European Union barred most travelers from the United States because the coronavirus is still too prevalent in the country. The E.U.’s 27 members drew up a list of countries whose virus levels are deemed low enough to allow people from those places to travel into the bloc, which has been mostly sealed off since March.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/3/20,The number of confirmed coronavirus cases worldwide surpassed 11 million.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/5/20,"Florida surpassed 200,000 confirmed coronavirus cases as the state reported more than 10,000 new positives for four straight days.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/7/20,"The WHO acknowledged ""emerging evidence"" of the airborne spread of the coronavirus, after a group of scientists wrote a letter urging the global body to update its guidance on how the respiratory disease is spread.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/7/20,"Brazil President Jair Bolsonaro announced that he tested positive for the coronavirus. Bolsonaro spent months downplaying the severity of the disease, even as Brazil recorded more than 1.6 million confirmed cases of the coronavirus, second only to the United States, and more than 65,000 deaths.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/7/20,"The United States officially notified the United Nations of its withdrawal from the World Health Organization. The withdrawal is expected to take effect July 6, 2021.",NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/7/20,The number of coronavirus cases in the U.S. surpassed three million.,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341
7/10/20,"192 countries, territories and areas have implemented additional health measures that significantly interfere with international traffic.",World Health Organization,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200717-covid-19-sitrep-179.pdf?sfvrsn=2f1599fa_2
7/10/20,Hong Kong shut down schools amid a third wave.,New York Times,https://www.nytimes.com/2020/03/31/world/asia/coronavirus-china-hong-kong-singapore-south-korea.html
7/11/20,President Trump publicly wore a mask for the first time.,CNN,https://www.cnn.com/2020/07/11/politics/trump-walter-reed-visit-mask/index.html
7/13/20,Study shows more than five million Americans lost health insurance.,New York Times,https://www.nytimes.com/2020/07/13/us/politics/coronavirus-health-insurance-trump.html
7/14/20,"The latest edition of the State of Food Security and Nutrition in the World, published yesterday, estimates that almost 690 million people went hungry in 2019 – up by 10 million from 2018, and by nearly 60 million in the past five years. The report forecasts the COVID-19 pandemic could tip over 130 million more people into chronic hunger by the end of 2020.",World Health Organization,https://www.who.int/news-room/detail/13-07-2020-as-more-go-hungry-and-malnutrition-persists-achieving-zero-hunger-by-2030-in-doubt-un-report-warns
7/14/20,Tokyo raised its pandemic alert level.,US News,https://www.usnews.com/news/world/articles/2020-07-14/tokyo-to-lift-coronavirus-alert-to-highest-level-asahi
7/15/20,"75 countries have submitted expressions of interest to protect their populations and those of other nations through joining the COVAX Facility, a mechanism designed to guarantee rapid, fair and equitable access to COVID-19 vaccines worldwide. The goal of COVAX is to deliver two billion doses of safe, effective vaccines that have passed regulatory approval and/or WHO prequalification.",World Health Organization,https://www.who.int/news-room/detail/15-07-2020-more-than-150-countries-engaged-in-covid-19-vaccine-global-access-facility
7/16/20,A South Korean study found that older children spread the virus comparably to adults.,New York Times,https://wwwnc.cdc.gov/eid/article/26/10/20-1315_article
7/17/02,"India reached a million coronavirus cases, and lockdowns were reimposed.",New York Times,https://www.nytimes.com/2020/07/16/world/asia/coronavirus-india-million-cases.html
7/19/20,One million patients reported as recovered from COVID-19 in WHO’s Eastern Mediterranean Region,World Health Organization,http://www.emro.who.int/media/news/one-million-patients-reported-as-recovered-from-covid-19-in-whos-eastern-mediterranean-region.html
7/21/20,European leaders agreed on a $857 billion stimulus package.,New York Times,https://www.nytimes.com/2020/07/20/world/europe/eu-stimulus-coronavirus.html
7/23/20,WHO has released a set of practical steps for implementing the prescriptions of the WHO Manifesto for a healthy recovery from COVID-19. ,World Health Organization,https://www.who.int/news-room/feature-stories/detail/actionables-for-a-healthy-recovery-from-covid-19
7/28/20,"WHO has published a draft landscape of COVID-19 candidate vaccines. As of 24 July, twenty-five candidate vaccines are under clinical evaluation.",World Health Organization,https://www.who.int/publications/m/item/draft-landscape-of-covid-19-candidate-vaccines
7/30/20,It has been six months since WHO declared COVID-19 a Public Health Emergency of International Concern.,World Health Organization,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200727-covid-19-sitrep-189.pdf?sfvrsn=b93a6913_2